,SBD,TOÁN,VĂN,LÝ,HÓA,SINH,SỬ,ĐỊA,GDCD,ANH,KHTN,KHXH,KHỐI A,KHỐI B,KHỐI C,KHỐI D,KHỐI A1
0,39008997,5.8,6.5,,,,4.0,5.5,7.25,3.8,,5.58,,,16.0,16.1,
1,39008875,3.0,5.25,,,,4.0,3.75,6.5,4.2,,4.75,,,13.0,12.45,
2,39008882,3.4,3.5,,,,3.25,4.25,5.75,3.0,,4.42,,,11.0,9.9,
3,39008884,4.8,4.75,,,,2.25,4.0,6.75,4.8,,4.33,,,11.0,14.35,
4,39008889,6.2,7.0,,,,4.0,7.25,9.25,5.2,,6.83,,,18.25,18.4,
5,39008894,5.0,7.0,,,,4.5,6.25,8.25,6.8,,6.33,,,17.75,18.8,
6,39008898,8.4,7.0,,,,4.75,6.5,8.75,8.4,,6.67,,,18.25,23.8,
7,39008916,4.4,6.25,,,,4.25,6.25,7.25,4.8,,5.92,,,16.75,15.45,
8,39008919,4.2,5.75,,,,4.25,5.5,7.75,3.6,,5.83,,,15.5,13.55,
9,39008921,5.4,3.5,,,,3.0,4.75,6.5,4.4,,4.75,,,11.25,13.3,
10,39008933,4.4,5.25,,,,3.5,6.25,7.5,2.4,,5.75,,,15.0,12.05,
11,39008942,4.2,5.75,,,,4.75,6.5,8.5,5.6,,6.58,,,17.0,15.55,
12,39008943,6.0,7.75,,,,2.5,6.5,8.25,7.0,,5.75,,,16.75,20.75,
13,39008944,3.0,5.75,,,,3.0,5.75,6.0,3.0,,4.92,,,14.5,11.75,
14,39008949,3.8,7.75,,,,6.25,6.5,8.25,4.2,,7.0,,,20.5,15.75,
15,39008959,2.6,4.0,,,,4.5,5.5,7.0,3.4,,5.67,,,14.0,10,
16,39008961,3.4,4.25,,,,3.0,4.25,5.75,2.0,,4.33,,,11.5,9.65,
17,39008965,5.0,5.0,,,,3.0,4.75,5.0,5.0,,4.25,,,12.75,15,
18,39008967,6.6,8.0,,,,5.0,7.0,9.0,9.0,,7.0,,,20.0,23.6,
19,39008970,6.2,7.0,,,,4.75,5.75,7.75,8.2,,6.08,,,17.5,21.4,
20,39009015,5.0,5.5,,,,5.25,8.0,7.75,3.8,,7.0,,,18.75,14.3,
21,39009000,5.2,6.5,,,,4.75,7.25,7.25,7.2,,6.42,,,18.5,18.9,
22,39009006,4.2,4.75,,,,2.5,3.5,6.25,3.2,,4.08,,,10.75,12.15,
23,39009009,3.8,3.75,,,,2.0,5.0,5.0,3.2,,4.0,,,10.75,10.75,
24,39009019,5.0,8.25,,,,5.0,5.0,8.25,8.8,,6.08,,,18.25,22.05,
25,39009027,4.4,7.5,,,,3.25,7.0,8.5,6.6,,6.25,,,17.75,18.5,
26,39009029,4.4,5.5,,,,3.75,5.5,8.5,3.6,,5.92,,,14.75,13.5,
27,39009030,4.6,7.5,,,,4.25,5.25,7.25,2.6,,5.58,,,17.0,14.7,
28,39009032,2.0,4.5,,,,3.5,5.25,5.75,2.8,,4.83,,,13.25,9.3,
29,39009034,5.4,6.0,,,,3.75,4.5,6.0,4.6,,4.75,,,14.25,16,
30,39009036,5.4,7.25,,,,5.0,6.25,6.75,3.8,,6.0,,,18.5,16.45,
31,39009038,4.2,4.0,,,,4.0,5.25,6.75,2.6,,5.33,,,13.25,10.8,
32,39009040,3.6,5.75,,,,2.75,3.75,5.5,3.2,,4.0,,,12.25,12.55,
33,39009042,6.4,5.5,,,,4.5,5.5,7.25,3.2,,5.75,,,15.5,15.1,
34,39009250,4.2,5.5,2.75,2.25,3.5,3.0,7.0,8.75,2.6,2.83,6.25,9.2,9.95,15.5,12.3,9.55
35,39009252,3.8,4.5,3.75,4.0,4.25,4.5,7.5,7.0,3.6,4.0,6.33,11.55,12.05,16.5,11.9,11.15
36,39009254,6.2,3.75,4.0,5.0,3.5,3.25,5.5,6.25,3.2,4.17,5.0,15.2,14.7,12.5,13.15,13.4
37,39009256,7.4,5.0,3.75,5.5,5.75,4.75,7.0,7.25,2.8,5.0,6.33,16.65,18.65,16.75,15.2,13.95
38,39009258,5.2,5.25,3.25,3.75,3.0,4.0,5.25,6.5,2.8,3.33,5.25,12.2,11.95,14.5,13.25,11.25
39,39009260,4.8,5.75,4.5,4.0,5.5,4.0,6.5,6.25,3.6,4.67,5.58,13.3,14.3,16.25,14.15,12.9
40,39009865,3.8,5.25,3.0,3.0,4.0,3.75,5.25,6.75,3.0,3.33,5.25,9.8,10.8,14.25,12.05,9.8
41,39009868,5.2,6.0,,,,4.75,6.5,7.25,4.4,,6.17,,,17.25,15.6,
42,39009871,7.2,6.75,5.75,4.0,3.25,4.0,6.75,8.0,4.8,4.33,6.25,16.95,14.45,17.5,18.75,17.75
43,39009874,4.2,4.0,2.5,3.75,3.75,2.75,3.0,5.25,2.0,3.33,3.67,10.45,11.7,9.75,10.2,8.7
44,39009877,1.8,4.75,3.5,2.0,3.5,2.75,4.75,6.75,2.4,3.0,4.75,7.3,7.3,12.25,8.95,7.7
45,39009882,3.8,5.0,2.25,1.25,3.5,1.75,2.25,6.0,3.0,2.33,3.33,7.3,8.55,9.0,11.8,9.05
46,39009884,4.2,4.5,2.0,3.0,4.75,5.25,7.5,6.75,3.4,3.25,6.5,9.2,11.95,17.25,12.1,9.6
47,39009862,3.6,4.75,2.25,5.0,3.0,2.5,5.5,5.5,2.4,3.42,4.5,10.85,11.6,12.75,10.75,8.25
48,39009864,3.4,2.5,,,,4.25,5.75,7.75,3.2,,5.92,,,12.5,9.1,
49,39009878,4.8,5.75,,,,4.0,6.75,7.75,3.2,,6.17,,,16.5,13.75,
50,39009898,5.2,4.25,3.5,4.5,5.5,3.75,5.25,7.0,5.0,4.5,5.33,13.2,15.2,13.25,14.45,13.7
51,39009904,6.2,6.75,,,,2.5,5.5,7.75,5.2,,5.25,,,14.75,18.15,
52,39009887,3.4,4.5,,,,3.5,3.5,5.5,2.8,,4.17,,,11.5,10.7,
53,39009889,6.0,6.0,,,,3.0,4.75,7.5,3.4,,5.08,,,13.75,15.4,
54,39009891,3.4,6.0,,,,5.25,8.25,8.25,3.4,,7.25,,,19.5,12.8,
55,39009893,4.6,3.75,,,,3.25,5.75,5.75,1.6,,4.92,,,12.75,9.95,
56,39009895,4.0,4.75,4.75,3.25,3.5,3.75,6.0,5.25,3.8,3.83,5.0,12.0,10.75,14.5,12.55,12.55
57,39009899,5.8,6.25,,,,4.75,6.0,8.25,6.6,,6.33,,,17.0,18.65,
58,39009901,6.6,8.25,,,,5.25,6.75,8.0,7.0,,6.67,,,20.25,21.85,
59,39009905,5.4,4.5,,,,3.0,5.25,7.0,3.8,,5.08,,,12.75,13.7,
60,39009907,4.2,7.0,,,,4.75,6.75,7.5,4.6,,6.33,,,18.5,15.8,
61,39009917,7.0,5.5,6.5,6.5,3.25,4.25,3.75,7.5,3.2,5.42,5.17,20.0,16.75,13.5,15.7,16.7
62,39009940,5.6,6.75,3.0,2.5,2.75,3.0,5.5,7.0,3.6,2.75,5.17,11.1,10.85,15.25,15.95,12.2
63,39009112,5.4,6.25,,,,3.75,6.25,8.25,8.6,,6.08,,,16.25,20.25,
64,39009057,3.6,3.25,,,,3.5,3.5,4.0,2.8,,3.67,,,10.25,9.65,
65,39009059,4.2,4.75,,,,3.5,4.0,5.25,3.6,,4.25,,,12.25,12.55,
66,39009061,4.8,7.0,,,,4.25,7.25,7.5,8.8,,6.33,,,18.5,20.6,
67,39009063,4.6,6.0,,,,4.0,6.5,7.25,3.4,,5.92,,,16.5,14,
68,39009054,3.8,4.0,,,,3.75,5.75,7.0,3.4,,5.5,,,13.5,11.2,
69,39009065,4.2,6.5,,,,4.75,4.0,7.75,4.6,,5.5,,,15.25,15.3,
70,39009048,3.4,3.25,,,,4.75,4.25,6.25,2.6,,5.08,,,12.25,9.25,
71,39009051,5.8,6.5,,,,4.0,6.0,8.25,5.8,,6.08,,,16.5,18.1,
72,39009069,4.4,6.0,,,,3.25,6.25,7.5,2.2,,5.67,,,15.5,12.6,
73,39009071,4.6,4.0,,,,4.25,4.75,6.75,4.2,,5.25,,,13.0,12.8,
74,39009075,6.0,6.0,,,,4.0,4.5,7.25,6.4,,5.25,,,14.5,18.4,
75,39009077,4.0,3.5,,,,2.75,4.75,4.0,2.8,,3.83,,,11.0,10.3,
76,39009081,3.8,6.25,,,,5.5,6.75,8.25,7.2,,6.83,,,18.5,17.25,
77,39009084,2.2,3.75,,,,2.5,4.5,6.25,2.4,,4.42,,,10.75,8.35,
78,39009123,5.8,5.25,,,,5.75,7.25,7.25,4.4,,6.75,,,18.25,15.45,
79,39009126,2.2,4.25,,,,2.0,3.25,5.5,2.6,,3.58,,,9.5,9.05,
80,39008788,2.4,3.0,,,,3.75,5.25,5.75,2.6,,4.92,,,12.0,8,
81,39008797,2.6,5.0,,,,3.0,3.75,7.0,1.6,,4.58,,,11.75,9.2,
82,39008801,5.6,4.75,,,,3.75,6.75,8.25,3.0,,6.25,,,15.25,13.35,
83,39009083,3.2,5.0,,,,2.5,4.0,5.0,2.6,,3.83,,,11.5,10.8,
84,39009107,4.4,6.25,,,,5.25,5.5,6.0,2.8,,5.58,,,17.0,13.45,
85,39009095,3.0,4.75,,,,2.5,5.25,5.0,3.0,,4.25,,,12.5,10.75,
