,SBD,TOÁN,VĂN,LÝ,HÓA,SINH,SỬ,ĐỊA,GDCD,ANH,KHTN,KHXH,KHỐI A,KHỐI B,KHỐI C,KHỐI D,KHỐI A1
0,22009839,3.8,6.25,,,,3.0,5.75,7.25,2.4,,5.33,,,15.0,12.45,
1,22009841,6.8,7.0,,,,4.25,6.25,8.25,9.2,,6.25,,,17.5,23,
2,22009873,2.4,3.5,,,,5.0,6.5,5.75,2.4,,5.75,,,15.0,8.3,
3,22009874,5.2,6.75,,,,2.75,6.25,6.25,4.0,,5.08,,,15.75,15.95,
4,22009877,3.0,5.5,,,,3.0,5.5,6.75,2.0,,5.08,,,14.0,10.5,
5,22009852,6.8,5.5,,,,4.0,5.0,8.5,6.6,,5.83,,,14.5,18.9,
6,22009860,6.4,6.75,,,,2.75,6.0,8.0,6.0,,5.58,,,15.5,19.15,
7,22001298,5.0,6.25,2.5,3.75,4.25,3.25,5.5,7.5,4.8,3.5,5.42,11.25,13.0,15.0,16.05,12.3
8,22001295,6.2,6.25,5.25,5.75,3.0,,,,3.4,4.67,,17.2,14.95,,15.85,14.85
9,22001300,4.0,4.25,2.75,3.25,2.75,1.75,5.5,5.75,2.8,2.92,4.33,10.0,10.0,11.5,11.05,9.55
10,22001306,5.6,5.25,3.25,4.75,5.75,,,,3.4,4.58,,13.6,16.1,,14.25,12.25
11,22001311,6.6,7.5,3.0,2.75,4.0,4.0,5.25,7.5,3.6,3.25,5.58,12.35,13.35,16.75,17.7,13.2
12,22001314,7.6,7.0,7.75,7.25,5.25,3.75,6.25,6.0,5.8,6.75,5.33,22.6,20.1,17.0,20.4,21.15
13,22001317,4.4,4.5,3.0,4.0,3.0,2.5,5.5,7.0,3.6,3.33,5.0,11.4,11.4,12.5,12.5,11.0
14,22001321,6.6,7.75,4.75,4.75,4.25,2.75,6.75,8.75,7.0,4.58,6.08,16.1,15.6,17.25,21.35,18.35
15,22009646,5.8,4.0,5.75,3.5,5.0,,,,6.0,4.75,,15.05,14.3,,15.8,17.55
16,22009659,6.4,4.75,4.75,5.5,3.5,,,,2.2,4.58,,16.65,15.4,,13.35,13.35
17,22009661,5.2,5.75,,,,3.5,6.25,7.0,4.2,,5.58,,,15.5,15.15,
18,22009663,8.0,4.75,3.5,7.0,3.75,,,,8.2,4.75,,18.5,18.75,,20.95,19.7
19,22009670,2.6,5.25,,,,2.0,5.75,5.75,2.4,,4.5,,,13.0,10.25,
20,22009943,4.6,5.75,,,,3.25,3.5,6.5,2.8,,4.42,,,12.5,13.15,
21,22009929,2.0,5.75,,,,1.75,4.0,4.5,1.8,,3.42,,,11.5,9.55,
22,22009950,3.2,5.25,,,,3.25,3.75,4.25,1.8,,3.75,,,12.25,10.25,
23,22009951,4.4,6.75,,,,3.75,5.5,6.5,4.0,,5.25,,,16.0,15.15,
24,22009956,3.8,6.75,,,,4.0,5.5,6.0,3.4,,5.17,,,16.25,13.95,
25,22009960,5.4,6.75,3.25,4.75,4.5,6.0,6.25,7.5,3.4,4.17,6.58,13.4,14.65,19.0,15.55,12.05
26,22009983,2.6,3.0,,,,2.75,4.0,5.0,3.4,,3.92,,,9.75,9,
27,22009986,4.4,5.0,,,,3.75,5.5,5.0,2.8,,4.75,,,14.25,12.2,
28,22009988,4.2,3.75,,,,4.75,6.5,8.75,3.6,,6.67,,,15.0,11.55,
29,22009962,6.8,7.25,,,,6.0,7.75,7.75,8.0,,7.17,,,21.0,22.05,
30,22009964,4.6,5.5,3.75,4.75,4.5,2.25,5.75,6.25,1.8,4.33,4.75,13.1,13.85,13.5,11.9,10.15
31,22004163,3.0,5.25,,,,4.5,6.25,7.5,2.8,,6.08,,,16.0,11.05,
32,22004167,4.8,7.0,,,,4.5,6.0,8.25,4.2,,6.25,,,17.5,16,
33,22004170,3.4,3.5,,,,4.75,5.75,5.25,2.8,,5.25,,,14.0,9.7,
