,SBD,TOÁN,VĂN,LÝ,HÓA,SINH,SỬ,ĐỊA,GDCD,ANH,KHTN,KHXH,KHỐI A,KHỐI B,KHỐI C,KHỐI D,KHỐI A1
0,28013656,5.6,3.0,4.0,3.5,3.75,,,,3.8,3.75,,13.1,12.85,,12.4,13.4
1,28013658,3.0,2.75,,,,2.0,4.75,4.5,2.6,,3.75,,,9.5,8.35,
2,28013661,4.4,4.25,,,,3.75,5.0,6.25,2.4,,5.0,,,13.0,11.05,
3,28013669,3.4,6.0,3.25,1.75,3.25,,,,3.6,2.75,,8.4,8.4,,13,10.25
4,28013672,5.0,7.25,,,,7.5,8.25,8.25,3.4,,8.0,,,23.0,15.65,
5,28013678,3.0,1.5,,,,3.5,3.0,5.5,2.8,,4.0,,,8.0,7.3,
6,28013679,3.4,3.5,3.0,3.0,2.75,,,,2.8,2.92,,9.4,9.15,,9.7,9.2
7,28013688,7.2,5.75,7.0,8.5,4.0,,,,3.2,6.5,,22.7,19.7,,16.15,17.4
8,28013717,6.2,5.25,4.0,4.25,3.0,,,,3.8,3.75,,14.45,13.45,,15.25,14.0
9,28013729,6.0,5.0,6.75,5.75,3.25,,,,3.2,5.25,,18.5,15.0,,14.2,15.95
10,28013736,3.8,5.0,3.75,3.75,2.75,,,,1.6,3.42,,11.3,10.3,,10.4,9.15
11,28013754,6.8,6.5,6.5,6.25,3.25,,,,3.4,5.33,,19.55,16.3,,16.7,16.7
12,28013782,5.2,5.5,3.75,6.0,3.5,,,,1.6,4.42,,14.95,14.7,,12.3,10.55
13,28013766,7.8,3.75,7.0,7.25,3.25,,,,1.4,5.83,,22.05,18.3,,12.95,16.2
14,28013768,5.4,7.0,3.75,3.0,2.75,,,,2.6,3.17,,12.15,11.15,,15,11.75
15,28013773,7.8,5.0,4.75,8.0,8.25,,,,3.4,7.0,,20.55,24.05,,16.2,15.95
16,28013779,5.6,5.5,3.25,4.25,4.75,,,,3.0,4.08,,13.1,14.6,,14.1,11.85
17,28006988,4.6,5.5,,,,5.5,5.5,8.5,2.0,,6.5,,,16.5,12.1,
18,28006993,2.4,7.25,,,,3.5,6.5,7.5,3.0,,5.83,,,17.25,12.65,
19,28006656,2.2,4.5,,,,4.5,5.75,7.25,3.2,,5.83,,,14.75,9.9,
20,28006661,3.6,7.0,,,,4.75,5.75,7.25,1.2,,5.92,,,17.5,11.8,
21,28006666,4.8,5.75,,,,3.5,4.5,8.0,3.4,,5.33,,,13.75,13.95,
22,28006668,2.0,7.25,,,,4.75,5.0,6.75,1.4,,5.5,,,17.0,10.65,
23,28006691,4.6,7.0,,,,4.0,5.0,9.0,4.6,,6.0,,,16.0,16.2,
24,28006707,7.4,5.75,4.5,6.0,2.0,,,,2.4,4.17,,17.9,15.4,,15.55,14.3
25,28006713,3.2,7.5,,,,5.5,6.25,7.5,1.8,,6.42,,,19.25,12.5,
26,28006718,3.0,7.25,,,,6.75,6.0,7.0,3.4,,6.58,,,20.0,13.65,
27,28006766,3.4,4.5,,,,2.75,5.5,6.25,2.4,,4.83,,,12.75,10.3,
28,28006663,3.4,3.0,,,,3.25,4.0,5.75,2.8,,4.33,,,10.25,9.2,
29,28006671,5.4,7.5,,,,5.5,6.75,7.5,2.6,,6.58,,,19.75,15.5,
30,28006696,3.0,4.25,,,,3.5,6.25,6.75,2.2,,5.5,,,14.0,9.45,
31,28006698,7.8,8.0,,,,4.0,5.75,8.0,6.8,,5.92,,,17.75,22.6,
32,28006702,4.8,7.25,,,,4.75,6.25,7.25,3.8,,6.08,,,18.25,15.85,
33,28006709,4.0,7.0,,,,3.5,5.75,8.25,4.0,,5.83,,,16.25,15,
34,28001700,8.0,6.25,7.75,2.0,3.75,,,,7.6,4.5,,17.75,13.75,,21.85,23.35
35,28001701,5.4,6.0,5.25,2.5,3.25,,,,7.0,3.67,,13.15,11.15,,18.4,17.65
36,28000869,6.6,7.5,,,,5.25,5.75,7.75,8.0,,6.25,,,18.5,22.1,
37,28000870,6.6,7.75,,,,4.0,5.0,7.5,6.0,,5.5,,,16.75,20.35,
38,28001409,2.6,2.25,,,,4.5,,,,,,,,,,
39,28001417,2.0,2.75,,,,4.25,4.25,,,,,,,11.25,,
40,28001419,5.0,5.5,,,,7.25,,,,,,,,,,
41,28001421,2.2,3.0,,,,4.25,4.0,,,,,,,11.25,,
42,28001443,2.4,3.25,,,,3.75,,,,,,,,,,
43,28001450,4.6,6.75,,,,,,,5.8,,,,,,17.15,
44,28001493,4.0,3.5,,,,2.75,4.0,,,,,,,10.25,,
45,28001526,5.6,7.75,,,,6.25,,,,,,,,,,
46,28001549,1.6,2.0,,,,2.5,4.75,,,,,,,9.25,,
47,28001560,3.2,2.75,,,,4.0,,,,,,,,,,
48,28001570,2.4,3.5,,,,3.75,,,,,,,,,,
49,28001585,2.8,6.75,,,,3.25,5.25,,,,,,,15.25,,
50,28001608,2.6,2.0,,,,3.0,4.75,,,,,,,9.75,,
51,28001624,3.4,5.0,,,,2.5,3.5,,,,,,,11.0,,
52,28001644,7.2,8.5,,,2.5,7.75,,,3.6,,,,,,19.3,
53,28001646,5.8,,6.5,,,,,,7.0,,,,,,,19.3
54,28001280,6.8,7.75,3.25,4.5,2.75,,,,4.6,3.5,,14.55,14.05,,19.15,14.65
55,28001308,5.6,7.0,6.25,3.75,5.5,,,,7.2,5.17,,15.6,14.85,,19.8,19.05
56,28001316,4.8,5.25,5.25,6.25,4.0,,,,4.0,5.17,,16.3,15.05,,14.05,14.05
57,28001262,6.4,6.5,6.25,5.75,4.5,,,,3.0,5.5,,18.4,16.65,,15.9,15.65
58,28001271,6.8,7.5,4.75,6.75,6.25,,,,2.6,5.92,,18.3,19.8,,16.9,14.15
59,28001288,7.4,7.0,7.5,7.25,4.25,,,,5.0,6.33,,22.15,18.9,,19.4,19.9
60,28001306,6.8,6.0,5.0,6.75,6.5,,,,6.0,6.08,,18.55,20.05,,18.8,17.8
61,28001339,7.2,6.0,7.5,7.0,5.0,,,,3.4,6.5,,21.7,19.2,,16.6,18.1
62,28001323,6.8,5.75,4.75,5.5,2.5,,,,6.4,4.25,,17.05,14.8,,18.95,17.95
63,28010526,2.2,6.75,,,,3.25,5.75,7.25,2.8,,5.42,,,15.75,11.75,
64,28010533,2.6,6.0,,,,3.5,4.5,7.75,2.8,,5.25,,,14.0,11.4,
65,28010539,6.4,5.75,3.25,8.25,7.75,,,,1.0,6.42,,17.9,22.4,,13.15,10.65
66,28010553,4.8,6.75,2.0,4.25,4.0,,,,2.8,3.42,,11.05,13.05,,14.35,9.6
67,28010561,7.0,5.0,6.25,4.75,5.75,,,,2.6,5.58,,18.0,17.5,,14.6,15.85
68,28010569,4.8,5.0,,,,3.5,5.5,7.0,3.6,,5.33,,,14.0,13.4,
69,28010586,3.4,5.25,,,,4.25,4.75,5.5,3.0,,4.83,,,14.25,11.65,
70,28010605,6.0,8.75,,,,4.75,7.5,8.75,6.4,,7.0,,,21.0,21.15,
71,28013793,5.6,3.75,4.25,3.25,3.75,,,,2.2,3.75,,13.1,12.6,,11.55,12.05
72,28013732,4.4,3.75,4.75,6.25,4.0,,,,2.4,5.0,,15.4,14.65,,10.55,11.55
73,28013744,6.0,4.5,7.25,6.5,5.0,,,,2.4,6.25,,19.75,17.5,,12.9,15.65
74,28013759,6.4,6.0,6.5,8.25,2.5,,,,3.6,5.75,,21.15,17.15,,16,16.5
75,28013826,4.0,5.75,4.0,4.5,3.75,,,,3.0,4.08,,12.5,12.25,,12.75,11.0
76,28013837,3.4,5.83,3.25,4.0,5.0,,,,5.2,4.08,,10.65,12.4,,14.43,11.85
77,28013843,5.2,4.0,2.25,5.25,4.25,,,,4.0,3.92,,12.7,14.7,,13.2,11.45
78,28013855,4.6,7.25,3.75,4.5,3.25,,,,3.4,3.83,,12.85,12.35,,15.25,11.75
