,SBD,TOÁN,VĂN,LÝ,HÓA,SINH,SỬ,ĐỊA,GDCD,ANH,KHTN,KHXH,KHỐI A,KHỐI B,KHỐI C,KHỐI D,KHỐI A1
0,26001077,8.6,4.25,8.25,8.0,4.75,,,,6.0,7.0,,24.85,21.35,,18.85,22.85
1,26001089,7.2,5.75,7.0,8.5,2.75,,,,8.0,6.08,,22.7,18.45,,20.95,22.2
2,26001067,7.4,5.5,7.5,8.0,3.75,,,,4.4,6.42,,22.9,19.15,,17.3,19.3
3,26001029,8.2,4.5,6.5,8.75,8.0,,,,6.6,7.75,,23.45,24.95,,19.3,21.3
4,26001044,8.2,3.5,8.5,7.75,3.5,,,,4.8,6.58,,24.45,19.45,,16.5,21.5
5,26003373,6.4,4.75,6.0,7.0,3.5,,,,4.6,5.5,,19.4,16.9,,15.75,17.0
6,26003377,6.2,5.25,6.75,7.0,3.5,,,,2.8,5.75,,19.95,16.7,,14.25,15.75
7,26003382,5.8,6.0,,,,4.5,6.0,8.5,5.2,,6.33,,,16.5,17,
8,26003387,7.8,4.75,6.75,7.75,3.5,,,,6.6,6.0,,22.3,19.05,,19.15,21.15
9,26003389,7.8,6.25,8.0,7.5,4.5,,,,5.6,6.67,,23.3,19.8,,19.65,21.4
10,26003392,7.6,4.25,8.0,7.25,3.25,,,,4.0,6.17,,22.85,18.1,,15.85,19.6
11,26003398,6.8,7.5,,,,4.0,6.25,6.75,7.8,,5.67,,,17.75,22.1,
12,26003399,6.2,7.5,,,,3.5,5.5,7.75,6.4,,5.58,,,16.5,20.1,
13,26003414,6.6,6.75,,,,4.25,5.75,7.0,3.2,,5.67,,,16.75,16.55,
14,26003417,6.4,5.5,,,,4.75,6.75,8.25,7.0,,6.58,,,17.0,18.9,
15,26003420,6.6,5.75,,,,5.5,5.25,7.75,8.8,,6.17,,,16.5,21.15,
16,26003423,6.6,6.5,6.25,7.25,5.75,,,,5.0,6.42,,20.1,19.6,,18.1,17.85
17,26001237,5.8,8.0,,,,3.75,6.25,7.5,8.8,,5.83,,,18.0,22.6,
18,26001241,7.0,4.25,8.75,7.75,5.75,,,,2.8,7.42,,23.5,20.5,,14.05,18.55
19,26001252,7.6,6.75,8.0,6.25,4.5,,,,6.8,6.25,,21.85,18.35,,21.15,22.4
20,26001255,4.6,7.0,,,,7.5,7.5,7.5,4.8,,7.5,,,22.0,16.4,
21,26001260,8.0,3.5,7.25,3.25,5.0,,,,6.2,5.17,,18.5,16.25,,17.7,21.45
22,26001265,7.6,9.0,,,,4.5,8.0,8.25,8.6,,6.92,,,21.5,25.2,
23,26000787,6.6,5.5,5.5,7.25,4.0,,,,5.6,5.58,,19.35,17.85,,17.7,17.7
24,26000788,6.8,6.0,7.5,7.75,2.75,,,,5.4,6.0,,22.05,17.3,,18.2,19.7
25,26021438,2.6,3.75,,,,3.0,4.25,,,,,,,11.0,,
26,26021428,3.4,4.0,,,,5.0,3.75,,,,,,,12.75,,
27,26021434,3.8,4.5,,,,4.5,3.0,,,,,,,12.0,,
28,26021442,4.6,4.5,,,,5.25,7.25,,,,,,,17.0,,
29,26021445,5.0,4.75,,,,4.25,5.5,,,,,,,14.5,,
30,26021463,2.8,3.75,,,,2.0,2.75,,,,,,,8.5,,
31,26021469,4.8,3.75,,,,4.25,4.75,,,,,,,12.75,,
32,26021448,2.0,3.25,,,,4.5,3.5,,,,,,,11.25,,
33,26021451,3.8,3.25,,,,4.75,5.25,,,,,,,13.25,,
34,26021457,2.6,5.5,,,,2.75,4.5,,,,,,,12.75,,
35,26021460,3.0,5.5,,,,5.25,5.25,,,,,,,16.0,,
36,26021466,2.6,2.5,,,,3.5,4.25,,,,,,,10.25,,
37,26003944,2.8,1.5,,,,2.75,4.0,6.5,2.2,,4.42,,,8.25,6.5,
38,26003945,4.8,5.75,3.25,2.5,3.5,,,,2.6,3.08,,10.55,10.8,,13.15,10.65
39,26003946,5.0,4.75,,,,5.0,5.25,7.5,2.4,,5.92,,,15.0,12.15,
40,26003948,7.0,6.0,7.25,6.0,3.75,,,,6.0,5.67,,20.25,16.75,,19,20.25
41,26003961,2.8,5.25,,,,3.75,5.5,6.75,2.6,,5.33,,,14.5,10.65,
42,26003964,6.4,6.25,4.5,5.25,3.25,,,,3.4,4.33,,16.15,14.9,,16.05,14.3
43,26003967,4.6,4.5,,,,3.5,6.75,6.0,2.6,,5.42,,,14.75,11.7,
44,26003970,3.2,3.5,,,,3.5,6.5,6.0,1.6,,5.33,,,13.5,8.3,
45,26003972,5.0,5.0,3.0,4.25,4.5,3.25,7.25,7.5,4.0,3.92,6.0,12.25,13.75,15.5,14,12.0
46,26003975,4.6,6.75,,,,6.25,7.0,6.5,2.4,,6.58,,,20.0,13.75,
47,26003990,4.8,6.0,,,,1.75,4.5,7.25,2.4,,4.5,,,12.25,13.2,
48,26003995,4.4,6.75,5.25,5.25,3.75,,,,4.6,4.75,,14.9,13.4,,15.75,14.25
49,26003910,5.4,5.25,2.75,4.25,4.0,,,,2.4,3.67,,12.4,13.65,,13.05,10.55
50,26003912,7.8,6.0,7.5,4.5,4.5,,,,8.8,5.5,,19.8,16.8,,22.6,24.1
51,26003917,5.8,5.25,5.25,4.75,3.0,,,,2.8,4.33,,15.8,13.55,,13.85,13.85
52,26003929,6.0,3.75,5.5,5.25,3.0,,,,2.6,4.58,,16.75,14.25,,12.35,14.1
53,26005222,4.8,4.0,,,,3.75,4.0,6.0,2.0,,4.58,,,11.75,10.8,
54,26005240,2.2,3.0,,,,3.0,4.75,6.5,2.2,,4.75,,,10.75,7.4,
55,26005245,4.2,5.25,,,,3.5,4.0,7.5,4.0,,5.0,,,12.75,13.45,
56,26005249,3.8,3.0,,,,2.25,5.25,5.5,3.0,,4.33,,,10.5,9.8,
57,26005259,4.0,2.75,,,,4.0,5.0,8.25,4.8,,5.75,,,11.75,11.55,
58,26005268,3.0,4.0,,,,3.0,3.0,6.0,3.0,,4.0,,,10.0,10,
59,26005272,3.0,4.75,,,,3.75,4.5,7.75,2.6,,5.33,,,13.0,10.35,
60,26005279,4.4,2.75,,,,2.0,3.5,4.25,2.4,,3.25,,,8.25,9.55,
61,26005285,4.6,3.75,4.0,1.75,3.0,,,,3.2,2.92,,10.35,9.35,,11.55,11.8
62,26005290,4.0,3.75,,,,3.0,4.5,7.0,3.4,,4.83,,,11.25,11.15,
63,26005306,5.0,5.25,,,,4.25,5.5,7.25,4.2,,5.67,,,15.0,14.45,
64,26005309,2.6,3.25,,,,2.75,5.25,4.25,2.6,,4.08,,,11.25,8.45,
65,26005318,2.6,4.0,,,,6.0,5.5,7.75,1.6,,6.42,,,15.5,8.2,
66,26005518,4.4,3.5,,,,3.5,3.75,3.75,2.8,,3.67,,,10.75,10.7,
67,26005521,3.2,3.0,,,,2.5,4.0,6.5,1.4,,4.33,,,9.5,7.6,
68,26005524,3.0,3.75,,,,2.5,2.75,4.5,2.4,,3.25,,,9.0,9.15,
69,26005527,2.6,3.5,,,,4.5,5.25,7.5,3.4,,5.75,,,13.25,9.5,
70,26003431,6.4,7.0,2.75,6.0,6.75,,,,5.0,5.17,,15.15,19.15,,18.4,14.15
71,26003435,5.0,6.0,,,,3.5,4.5,5.75,3.4,,4.58,,,14.0,14.4,
72,26003449,6.0,6.5,,,,6.5,6.0,8.0,5.8,,6.83,,,19.0,18.3,
73,26003453,6.0,3.75,5.0,6.0,4.0,,,,1.8,5.0,,17.0,16.0,,11.55,12.8
74,26003456,7.4,5.25,5.5,5.75,4.5,,,,4.2,5.25,,18.65,17.65,,16.85,17.1
75,26003458,8.4,6.75,7.75,6.75,5.5,,,,5.8,6.67,,22.9,20.65,,20.95,21.95
76,26003461,7.2,6.25,6.25,6.25,4.5,,,,5.2,5.67,,19.7,17.95,,18.65,18.65
77,26003480,7.6,4.75,8.0,8.25,6.25,,,,5.4,7.5,,23.85,22.1,,17.75,21.0
78,26003331,7.6,5.5,6.0,5.75,5.0,,,,3.2,5.58,,19.35,18.35,,16.3,16.8
79,26003341,7.0,5.5,7.0,6.75,4.75,,,,6.6,6.17,,20.75,18.5,,19.1,20.6
80,26003381,5.8,5.5,6.25,6.0,4.75,,,,5.6,5.67,,18.05,16.55,,16.9,17.65
81,26003386,6.2,4.75,5.0,5.75,5.5,,,,3.2,5.42,,16.95,17.45,,14.15,14.4
82,26003388,5.8,4.5,2.5,2.5,4.25,,,,5.6,3.08,,10.8,12.55,,15.9,13.9
83,26003374,7.2,4.0,5.0,4.75,3.25,,,,2.2,4.33,,16.95,15.2,,13.4,14.4
