,SBD,TOÁN,VĂN,LÝ,HÓA,SINH,SỬ,ĐỊA,GDCD,ANH,KHTN,KHXH,KHỐI A,KHỐI B,KHỐI C,KHỐI D,KHỐI A1
0,40001213,3.6,5.5,2.25,3.0,2.75,3.75,5.25,6.75,2.4,2.67,5.25,8.85,9.35,14.5,11.5,8.25
1,40001218,4.2,7.25,4.75,4.75,4.5,4.75,6.5,9.25,4.4,4.67,6.83,13.7,13.45,18.5,15.85,13.35
2,40001225,5.4,5.5,5.0,4.75,4.0,,,,3.8,4.58,,15.15,14.15,,14.7,14.2
3,40001233,3.6,6.5,2.25,3.0,4.0,4.75,6.0,8.5,4.6,3.08,6.42,8.85,10.6,17.25,14.7,10.45
4,40001189,4.6,6.25,3.0,2.25,3.5,2.25,6.25,6.25,2.0,2.92,4.92,9.85,10.35,14.75,12.85,9.6
5,40001191,5.2,6.25,2.25,2.75,3.5,,,,4.2,2.83,,10.2,11.45,,15.65,11.65
6,40001196,5.2,4.5,5.0,4.25,2.75,,,,3.8,4.0,,14.45,12.2,,13.5,14.0
7,40001702,3.6,3.75,,,,3.25,5.75,6.75,1.8,,5.25,,,12.75,9.15,
8,40001212,6.0,7.75,,,,6.25,6.75,9.25,4.6,,7.42,,,20.75,18.35,
9,40001214,3.6,6.5,2.0,2.75,3.0,5.5,6.75,8.25,2.8,2.58,6.83,8.35,9.35,18.75,12.9,8.4
10,40001224,5.6,5.0,,,,5.75,7.5,7.75,3.4,,7.0,,,18.25,14,
11,40001248,5.6,6.5,5.75,5.5,5.75,4.5,6.5,6.75,3.8,5.67,5.92,16.85,16.85,17.5,15.9,15.15
12,40001251,2.6,7.08,3.25,3.25,4.0,4.5,4.5,7.25,2.4,3.5,5.42,9.1,9.85,16.08,12.08,8.25
13,40001258,5.4,6.5,,,,4.25,6.5,7.25,2.4,,6.0,,,17.25,14.3,
14,40001269,2.8,4.5,,,,2.5,4.0,8.75,2.2,,5.08,,,11.0,9.5,
15,40000831,5.6,6.25,4.0,2.25,4.25,,,,2.8,3.5,,11.85,12.1,,14.65,12.4
16,40000837,6.0,7.75,3.75,3.5,4.5,,,,6.4,3.92,,13.25,14.0,,20.15,16.15
17,40000757,4.6,8.0,3.25,2.75,5.5,,,,3.8,3.83,,10.6,12.85,,16.4,11.65
18,40000766,7.0,5.0,6.25,6.5,5.75,,,,4.2,6.17,,19.75,19.25,,16.2,17.45
19,40000775,5.4,7.25,6.75,4.25,3.75,,,,6.0,4.92,,16.4,13.4,,18.65,18.15
20,40000783,4.4,6.5,4.5,2.5,3.0,,,,2.2,3.33,,11.4,9.9,,13.1,11.1
21,40000787,6.6,4.0,5.5,6.0,2.5,,,,3.8,4.67,,18.1,15.1,,14.4,15.9
22,40000791,6.0,6.75,5.5,5.5,5.0,,,,4.2,5.33,,17.0,16.5,,16.95,15.7
23,40000809,5.8,6.0,4.0,4.0,4.25,,,,2.6,4.08,,13.8,14.05,,14.4,12.4
24,40000864,2.0,4.5,2.25,1.25,2.25,,,,2.0,1.92,,5.5,5.5,,8.5,6.25
25,40000902,6.2,6.5,7.0,4.0,4.25,,,,2.4,5.08,,17.2,14.45,,15.1,15.6
26,40000937,7.0,6.25,5.75,4.25,5.5,,,,3.0,5.17,,17.0,16.75,,16.25,15.75
27,40000944,2.2,2.5,2.25,2.25,3.25,,,,3.0,2.58,,6.7,7.7,,7.7,7.45
28,40000950,6.4,6.25,6.75,4.75,6.5,,,,3.6,6.0,,17.9,17.65,,16.25,16.75
29,40000853,7.2,7.0,6.0,7.75,7.75,,,,5.4,7.17,,20.95,22.7,,19.6,18.6
30,40000868,6.8,3.75,5.5,2.75,3.5,4.25,6.5,7.75,3.6,3.92,6.17,15.05,13.05,14.5,14.15,15.9
31,40000916,5.0,4.5,5.75,4.75,2.5,,,,3.4,4.33,,15.5,12.25,,12.9,14.15
32,40001270,2.4,5.5,3.0,2.0,3.5,2.25,3.5,5.25,2.4,2.83,3.67,7.4,7.9,11.25,10.3,7.8
33,40001273,4.8,6.5,,,,6.5,8.75,8.25,3.0,,7.83,,,21.75,14.3,
34,40001279,4.4,7.0,,,,4.5,4.75,7.5,2.4,,5.58,,,16.25,13.8,
35,40001280,2.6,4.5,,,,3.5,4.0,5.5,1.8,,4.33,,,12.0,8.9,
36,40001286,6.8,8.5,,,,6.25,6.25,9.25,5.6,,7.25,,,21.0,20.9,
37,40001340,3.6,6.25,3.5,2.0,4.75,3.25,4.0,7.25,2.6,3.42,4.83,9.1,10.35,13.5,12.45,9.7
38,40001355,5.6,7.0,5.0,4.5,3.75,,,,5.8,4.42,,15.1,13.85,,18.4,16.4
39,40001361,2.6,3.25,1.25,2.5,2.25,2.25,3.25,3.0,2.4,2.0,2.83,6.35,7.35,8.75,8.25,6.25
40,40001363,3.0,3.75,2.75,3.25,2.75,2.75,3.5,3.75,4.4,2.92,3.33,9.0,9.0,10.0,11.15,10.15
41,40001381,3.0,3.75,1.5,2.75,2.25,1.5,3.5,5.0,3.8,2.17,3.33,7.25,8.0,8.75,10.55,8.3
42,40001344,6.0,5.5,3.5,5.25,5.5,,,,3.6,4.75,,14.75,16.75,,15.1,13.1
43,40001349,6.6,7.5,3.75,3.5,4.25,,,,5.0,3.83,,13.85,14.35,,19.1,15.35
44,40001370,3.4,5.0,2.75,2.5,3.0,5.25,5.75,7.5,2.8,2.75,6.17,8.65,8.9,16.0,11.2,8.95
45,40001389,4.8,6.25,3.5,3.75,4.25,3.5,5.5,7.0,2.2,3.83,5.33,12.05,12.8,15.25,13.25,10.5
46,40001400,4.4,3.75,3.75,6.0,4.0,,,,2.4,4.58,,14.15,14.4,,10.55,10.55
47,40000954,4.6,5.75,2.25,3.75,3.5,,,,2.0,3.17,,10.6,11.85,,12.35,8.85
48,40001276,2.6,4.25,,,,3.5,4.75,6.25,3.0,,4.83,,,12.5,9.85,
49,40001278,4.2,5.25,,,,3.75,4.5,6.5,2.4,,4.92,,,13.5,11.85,
50,40001284,3.0,4.5,,,,4.0,4.75,6.25,2.4,,5.0,,,13.25,9.9,
51,40001299,6.2,7.0,,,,5.0,5.5,8.0,4.6,,6.17,,,17.5,17.8,
52,40001301,4.2,5.75,,,,3.25,5.75,6.0,4.2,,5.0,,,14.75,14.15,
53,40001307,2.4,4.5,,,,4.0,4.5,6.0,1.6,,4.83,,,13.0,8.5,
54,40001311,3.8,7.25,,,,3.0,5.25,6.75,1.6,,5.0,,,15.5,12.65,
55,40001290,2.0,5.25,,,,4.25,5.75,7.75,3.4,,5.92,,,15.25,10.65,
56,40001316,3.4,6.0,,,,3.25,4.0,5.0,2.4,,4.08,,,13.25,11.8,
57,40000866,4.2,4.25,2.75,2.25,6.0,,,,3.8,3.67,,9.2,12.45,,12.25,10.75
58,40000901,4.8,4.0,3.25,2.25,3.25,,,,3.4,2.92,,10.3,10.3,,12.2,11.45
59,40000919,6.2,6.5,5.75,3.75,5.0,,,,6.4,4.83,,15.7,14.95,,19.1,18.35
60,40000984,6.6,6.0,4.5,4.75,4.25,,,,3.4,4.5,,15.85,15.6,,16,14.5
61,40001010,6.2,6.75,6.0,6.0,4.0,,,,2.4,5.33,,18.2,16.2,,15.35,14.6
62,40001049,4.2,6.0,5.0,3.5,6.0,,,,3.6,4.83,,12.7,13.7,,13.8,12.8
63,40001064,5.8,6.0,6.25,5.25,5.25,,,,3.6,5.58,,17.3,16.3,,15.4,15.65
64,40001103,6.0,7.25,5.75,7.0,4.75,,,,3.8,5.83,,18.75,17.75,,17.05,15.55
65,40001124,5.6,6.67,6.0,2.75,3.25,,,,3.8,4.0,,14.35,11.6,,16.07,15.4
66,40001136,4.0,4.0,3.5,3.5,3.75,,,,3.4,3.58,,11.0,11.25,,11.4,10.9
67,40000680,1.6,2.75,,,,3.0,,,,,,,,,,
68,40000691,3.2,4.67,,,,3.25,2.5,,,,,,,10.42,,
69,40000818,2.6,4.75,,,,3.75,4.0,,,,,,,12.5,,
70,40000885,4.0,3.75,,,,3.25,2.5,,,,,,,9.5,,
71,40000894,4.2,2.5,,,,2.75,3.75,,,,,,,9.0,,
72,40000987,1.6,5.75,2.75,2.25,4.5,,,,,3.17,,6.6,8.35,,,
73,40001090,3.6,4.0,,,,4.5,6.25,,,,,,,14.75,,
74,40001115,3.4,2.75,,,,3.75,5.0,,,,,,,11.5,,
75,40001131,2.4,3.25,,,,3.75,6.75,,,,,,,13.75,,
76,40001154,2.4,2.5,,,,3.75,7.0,,,,,,,13.25,,
77,40001166,2.0,3.25,,,,2.5,5.25,,,,,,,11.0,,
78,40000660,4.8,5.5,,,,3.25,8.5,,,,,,,17.25,,
79,40000677,2.2,3.83,,,,2.25,5.5,,,,,,,11.58,,
80,40000711,3.4,3.75,,,,3.75,4.5,,,,,,,12.0,,
81,40000719,1.8,3.5,,,,1.5,3.75,,,,,,,8.75,,
82,40000726,1.4,3.75,,,,3.25,5.75,,,,,,,12.75,,
83,40001318,3.6,3.0,,,,3.25,6.0,6.75,3.2,,5.33,,,12.25,9.8,
84,40001326,4.4,4.25,2.25,2.25,4.5,4.25,6.25,7.5,2.0,3.0,6.0,8.9,11.15,14.75,10.65,8.65
85,40001442,5.8,6.0,4.25,2.75,2.75,,,,4.6,3.25,,12.8,11.3,,16.4,14.65
86,40001416,5.8,6.0,5.0,5.5,5.75,,,,3.2,5.42,,16.3,17.05,,15,14.0
87,40001431,5.2,6.25,6.25,2.5,5.0,,,,3.4,4.58,,13.95,12.7,,14.85,14.85
88,40001405,6.4,7.25,4.75,6.5,5.5,,,,5.4,5.58,,17.65,18.4,,19.05,16.55
