,SBD,TOÁN,VĂN,LÝ,HÓA,SINH,SỬ,ĐỊA,GDCD,ANH,KHTN,KHXH,KHỐI A,KHỐI B,KHỐI C,KHỐI D,KHỐI A1
0,43009129,3.6,3.75,,,,1.5,5.0,6.0,2.6,,4.17,,,10.25,9.95,
1,43009083,3.2,5.5,,,,4.0,5.5,7.25,3.6,,5.58,,,15.0,12.3,
2,43009101,3.8,7.25,,,,3.5,4.5,6.75,3.0,,4.92,,,15.25,14.05,
3,43009107,3.8,3.25,,,,3.25,4.75,5.75,2.4,,4.58,,,11.25,9.45,
4,43009126,4.0,5.75,,,,2.25,5.75,7.75,2.0,,5.25,,,13.75,11.75,
5,43009525,6.0,7.25,,,,,,,5.2,,,,,,18.45,
6,43009530,,6.75,,,,,,,,,,,,,,
7,43009524,3.0,3.25,,,,1.75,3.75,5.0,3.4,,3.5,,,8.75,9.65,
8,43009536,4.4,5.75,,,,4.75,5.75,7.75,4.0,,6.08,,,16.25,14.15,
9,43009542,5.2,5.75,2.5,5.5,5.75,,,,4.4,4.58,,13.2,16.45,,15.35,12.1
10,43009548,4.2,6.75,,,,4.5,6.5,9.5,4.6,,6.83,,,17.75,15.55,
11,43009554,5.4,3.5,,,,4.0,4.0,7.75,6.8,,5.25,,,11.5,15.7,
12,43009560,4.8,7.25,,,,5.5,6.75,7.75,4.6,,6.67,,,19.5,16.65,
13,43009866,5.8,6.75,5.25,5.25,4.25,,,,8.2,4.92,,16.3,15.3,,20.75,19.25
14,43009871,5.8,7.0,4.75,3.5,4.5,,,,5.8,4.25,,14.05,13.8,,18.6,16.35
15,43009877,6.8,7.0,,,,3.25,7.0,8.0,8.2,,6.08,,,17.25,22,
16,43009883,7.2,5.25,7.25,5.75,5.25,,,,3.8,6.08,,20.2,18.2,,16.25,18.25
17,43009887,3.0,6.0,,,,6.0,5.0,8.25,2.0,,6.42,,,17.0,11,
18,43002060,2.2,1.75,,,,2.0,2.0,,,,,,,5.75,,
19,43002132,3.8,2.0,,,,2.0,4.75,,,,,,,8.75,,
20,43002083,1.8,1.75,3.5,3.25,1.5,2.75,3.75,,,2.75,,8.55,6.55,8.25,,
21,43002099,4.0,3.0,,,,4.75,6.75,,,,,,,14.5,,
22,43002122,,5.25,,,,6.0,7.0,,,,,,,18.25,,
23,43002487,2.8,5.0,,,,1.5,,,,,,,,,,
24,43002489,5.2,,,2.75,5.0,,,,,,,,12.95,,,
25,43002119,2.2,3.0,,,,2.5,4.0,2.75,2.4,,3.08,,,9.5,7.6,
26,43002146,3.4,,3.25,4.0,,,,,3.0,,,10.65,,,,9.65
27,43002164,4.0,5.25,1.0,3.0,2.0,,,,3.4,2.0,,8.0,9.0,,12.65,8.4
28,43002173,3.0,3.25,,,,3.0,5.0,5.5,3.4,,4.5,,,11.25,9.65,
29,43002089,7.8,,7.0,,,,,,5.2,,,,,,,20.0
30,43002096,8.2,,7.75,,,,,,3.2,,,,,,,19.15
31,43001957,3.6,4.5,,,,4.75,,,,,,,,,,
32,43001964,5.8,5.5,,,,,,,4.2,,,,,,15.5,
33,43001969,3.8,3.25,,,,4.5,,,,,,,,,,
34,43001975,3.4,3.25,,,,3.75,,,,,,,,,,
35,43001994,6.6,5.75,,,,8.5,,,3.2,,,,,,15.55,
36,43002001,6.2,5.0,,,,6.25,,,,,,,,,,
37,43002024,5.6,6.5,,,,7.0,,,,,,,,,,
38,43002031,,6.5,,,,8.0,7.25,,,,,,,21.75,,
39,43002044,,6.5,,,,5.75,8.5,,,,,,,20.75,,
40,43000959,4.6,6.25,,,,3.25,3.75,6.5,4.2,,4.5,,,13.25,15.05,
41,43000962,2.0,3.25,,,,3.25,4.5,5.0,3.0,,4.25,,,11.0,8.25,
42,43000966,2.4,5.5,,,,3.75,7.0,6.5,2.0,,5.75,,,16.25,9.9,
43,43000972,4.0,4.0,,,,3.0,4.75,6.75,2.8,,4.83,,,11.75,10.8,
44,43000977,5.0,3.0,,,,4.25,6.0,7.25,2.6,,5.83,,,13.25,10.6,
45,43000979,5.2,7.25,,,,4.0,5.25,5.5,3.8,,4.92,,,16.5,16.25,
46,43000984,4.8,6.75,,,,5.5,6.5,7.75,4.8,,6.58,,,18.75,16.35,
47,43000992,2.2,5.5,,,,2.75,5.0,5.75,2.0,,4.5,,,13.25,9.7,
48,43000995,6.2,5.0,4.0,5.75,3.25,,,,3.2,4.33,,15.95,15.2,,14.4,13.4
49,43001007,5.0,6.0,,,,3.5,5.75,6.5,2.6,,5.25,,,15.25,13.6,
50,43001010,2.8,6.25,,,,3.0,4.75,6.0,3.4,,4.58,,,14.0,12.45,
51,43001021,2.4,2.75,,,,2.5,5.25,5.25,3.0,,4.33,,,10.5,8.15,
