,SBD,TOÁN,VĂN,LÝ,HÓA,SINH,SỬ,ĐỊA,GDCD,ANH,KHTN,KHXH,KHỐI A,KHỐI B,KHỐI C,KHỐI D,KHỐI A1
0,18010226,3.0,3.75,,,,3.0,6.5,8.25,3.0,,5.92,,,13.25,9.75,
1,18010229,8.8,7.5,,,,6.0,9.0,8.25,9.0,,7.75,,,22.5,25.3,
2,18010232,6.0,5.5,5.75,5.5,5.0,,,,4.0,5.42,,17.25,16.5,,15.5,15.75
3,18010242,3.4,5.75,,,,3.5,4.75,7.25,2.6,,5.17,,,14.0,11.75,
4,18010247,3.8,6.75,,,,3.5,6.25,8.0,3.0,,5.92,,,16.5,13.55,
5,18010252,5.0,6.5,2.0,3.5,4.25,,,,2.2,3.25,,10.5,12.75,,13.7,9.2
6,18010259,2.4,6.25,,,,5.0,6.0,8.0,3.6,,6.33,,,17.25,12.25,
7,18010262,2.6,3.75,,,,3.0,4.5,7.75,3.0,,5.08,,,11.25,9.35,
8,18010265,4.8,7.25,4.0,5.0,4.25,,,,2.2,4.42,,13.8,14.05,,14.25,11.0
9,18010268,6.0,6.5,3.75,6.25,5.75,,,,4.6,5.25,,16.0,18.0,,17.1,14.35
10,18010270,3.4,4.0,,,,3.75,5.5,6.5,2.4,,5.25,,,13.25,9.8,
11,18010287,4.2,5.0,3.5,4.0,5.0,,,,4.0,4.17,,11.7,13.2,,13.2,11.7
12,18010289,6.0,3.25,2.0,2.75,4.0,,,,3.2,2.92,,10.75,12.75,,12.45,11.2
13,18010292,3.4,3.75,,,,3.75,6.0,8.0,4.8,,5.92,,,13.5,11.95,
14,18010296,3.4,5.0,,,,2.25,4.75,6.5,1.4,,4.5,,,12.0,9.8,
15,18009287,5.4,6.5,,,,3.0,6.5,7.25,6.6,,5.58,,,16.0,18.5,
16,18009301,5.8,5.25,4.0,5.75,4.0,,,,4.8,4.58,,15.55,15.55,,15.85,14.6
17,18009419,4.8,6.25,,,,4.25,5.5,7.5,3.2,,5.75,,,16.0,14.25,
18,18009428,6.6,7.5,6.25,4.25,4.25,5.25,7.75,9.0,5.0,4.92,7.33,17.1,15.1,20.5,19.1,17.85
19,18010011,5.4,6.5,4.75,3.75,2.75,,,,3.6,3.75,,13.9,11.9,,15.5,13.75
20,18010020,6.4,7.0,7.0,6.5,4.75,,,,5.2,6.08,,19.9,17.65,,18.6,18.6
21,18010028,5.6,7.75,4.5,4.75,5.75,,,,5.0,5.0,,14.85,16.1,,18.35,15.1
22,18010053,4.6,5.75,3.75,5.75,3.0,,,,3.6,4.17,,14.1,13.35,,13.95,11.95
23,18010059,6.0,6.5,5.0,4.5,4.5,,,,2.0,4.67,,15.5,15.0,,14.5,13.0
24,18010068,6.2,7.25,4.0,3.75,4.5,,,,6.2,4.08,,13.95,14.45,,19.65,16.4
25,18010033,5.4,6.0,5.25,4.25,3.75,,,,4.4,4.42,,14.9,13.4,,15.8,15.05
26,18010063,4.8,6.5,4.0,4.0,5.5,,,,3.2,4.5,,12.8,14.3,,14.5,12.0
27,18010066,7.4,5.5,6.75,8.25,5.75,,,,3.4,6.92,,22.4,21.4,,16.3,17.55
28,18010042,5.0,5.0,4.75,6.0,2.75,,,,2.6,4.5,,15.75,13.75,,12.6,12.35
29,18010044,8.2,4.5,8.5,7.0,4.5,,,,4.2,6.67,,23.7,19.7,,16.9,20.9
30,18010072,6.4,7.25,5.75,4.75,5.0,,,,3.6,5.17,,16.9,16.15,,17.25,15.75
