,SBD,TOÁN,VĂN,LÝ,HÓA,SINH,SỬ,ĐỊA,GDCD,ANH,KHTN,KHXH,KHỐI A,KHỐI B,KHỐI C,KHỐI D,KHỐI A1
0,38000173,2.0,5.25,,,,3.5,6.0,5.25,3.4,,4.92,,,14.75,10.65,
1,38000177,5.2,8.0,,,,4.0,6.0,7.5,4.8,,5.83,,,18.0,18,
2,38000186,5.2,8.25,,,,4.75,6.25,7.25,4.8,,6.08,,,19.25,18.25,
3,38000192,5.0,6.25,,,,6.5,6.25,7.25,3.2,,6.67,,,19.0,14.45,
4,38000218,4.4,7.5,,,,3.75,5.25,6.5,5.8,,5.17,,,16.5,17.7,
5,38000224,6.0,7.5,,,,7.75,9.25,8.25,3.6,,8.42,,,24.5,17.1,
6,38000227,3.4,8.0,,,,6.25,6.75,9.5,8.2,,7.5,,,21.0,19.6,
7,38000250,5.6,7.75,,,,6.25,9.25,8.25,4.8,,7.92,,,23.25,18.15,
8,38000262,5.4,7.0,,,,4.25,6.75,7.0,5.4,,6.0,,,18.0,17.8,
9,38000265,2.2,6.5,,,,3.0,5.0,6.25,3.2,,4.75,,,14.5,11.9,
10,38000212,4.2,6.75,,,,1.75,4.75,5.5,5.0,,4.0,,,13.25,15.95,
11,38000267,5.2,6.0,,,,3.25,4.75,6.0,5.4,,4.67,,,14.0,16.6,
12,38000216,5.6,7.25,,,,4.25,5.75,7.25,6.6,,5.75,,,17.25,19.45,
13,38000222,5.2,7.5,,,,3.25,4.0,6.0,4.6,,4.42,,,14.75,17.3,
14,38000229,5.6,4.75,,,,4.5,7.0,7.25,2.8,,6.25,,,16.25,13.15,
15,38000287,4.0,5.5,,,,5.25,5.0,5.0,3.2,,5.08,,,15.75,12.7,
16,38000289,5.0,6.75,,,,4.75,7.0,8.5,6.0,,6.75,,,18.5,17.75,
17,38007959,4.8,4.5,3.0,3.0,4.0,4.25,5.25,7.5,3.2,3.33,5.67,10.8,11.8,14.0,12.5,11.0
18,38007968,5.0,4.0,2.75,2.5,4.25,3.5,5.0,7.5,2.8,3.17,5.33,10.25,11.75,12.5,11.8,10.55
19,38007976,5.2,3.25,4.75,3.5,3.0,4.25,4.75,5.75,2.6,3.75,4.92,13.45,11.7,12.25,11.05,12.55
20,38007986,5.0,4.0,2.75,1.5,2.5,2.0,5.0,4.5,3.6,2.25,3.83,9.25,9.0,11.0,12.6,11.35
21,38008000,3.8,5.0,3.0,2.0,2.25,3.25,4.0,6.0,2.2,2.42,4.42,8.8,8.05,12.25,11,9.0
22,38008004,3.2,2.25,1.75,2.5,3.0,3.25,3.75,3.5,2.8,2.42,3.5,7.45,8.7,9.25,8.25,7.75
23,38007961,4.6,6.5,2.0,2.5,2.25,4.5,5.75,5.25,3.2,2.25,5.17,9.1,9.35,16.75,14.3,9.8
24,38007964,5.4,5.75,2.75,2.5,4.25,3.75,4.75,6.75,2.4,3.17,5.08,10.65,12.15,14.25,13.55,10.55
25,38007969,5.2,4.5,7.0,6.75,4.75,,,,3.8,6.17,,18.95,16.7,,13.5,16.0
26,38008023,3.0,2.0,2.75,2.0,2.5,2.75,3.25,5.5,2.0,2.42,3.83,7.75,7.5,8.0,7,7.75
27,38008027,3.2,3.33,1.5,1.5,3.75,3.0,5.0,7.25,2.8,2.25,5.08,6.2,8.45,11.33,9.33,7.5
28,38008032,2.8,4.75,2.0,2.5,1.75,3.0,4.75,6.0,4.2,2.08,4.58,7.3,7.05,12.5,11.75,9.0
29,38008036,5.2,4.25,1.5,2.5,3.25,4.5,5.25,6.75,3.6,2.42,5.5,9.2,10.95,14.0,13.05,10.3
30,38007608,5.4,8.0,5.5,3.75,6.0,,,,5.8,5.08,,14.65,15.15,,19.2,16.7
31,38007616,2.8,6.75,2.5,2.75,5.5,3.5,5.5,5.5,3.2,3.58,4.83,8.05,11.05,15.75,12.75,8.5
32,38007646,7.0,3.75,7.0,6.25,5.25,5.0,6.75,7.5,4.6,6.17,6.42,20.25,18.5,15.5,15.35,18.6
33,38008314,4.4,2.75,,,,2.5,4.75,5.75,2.8,,4.33,,,10.0,9.95,
34,38008326,2.8,5.58,2.25,3.75,5.25,,,,3.6,3.75,,8.8,11.8,,11.98,8.65
35,38008338,5.6,5.75,,,,5.75,6.25,8.25,4.0,,6.75,,,17.75,15.35,
36,38008343,2.2,3.0,,,,4.25,6.25,7.25,3.4,,5.92,,,13.5,8.6,
37,38008135,4.0,3.25,,,,4.25,5.25,7.25,3.2,,5.58,,,12.75,10.45,
38,38007621,2.8,2.83,2.75,3.75,3.25,3.25,3.75,,,3.25,,9.3,9.8,9.83,,
39,38007603,3.0,2.25,,,,3.5,3.75,,,,,,,9.5,,
40,38007640,2.2,3.0,,,,3.75,3.75,,,,,,,10.5,,
41,38007670,3.0,0.0,,,,2.25,2.0,,,,,,,4.25,,
42,38007710,1.8,2.0,,,,3.5,3.75,,,,,,,9.25,,
43,38007731,2.2,2.5,,,,2.75,4.5,,,,,,,9.75,,
44,38007763,3.0,1.25,,,,2.5,1.25,,,,,,,5.0,,
45,38007723,5.6,5.5,,,,3.0,2.25,,,,,,,10.75,,
46,38007742,3.8,5.5,,,,3.0,5.0,,,,,,,13.5,,
47,38007791,0.0,,,,,0.0,0.0,,,,,,,,,
48,38007804,2.6,2.0,,,,2.5,1.75,,,,,,,6.25,,
49,38007277,5.2,5.0,3.75,4.25,4.25,,,,2.2,4.08,,13.2,13.7,,12.4,11.15
