,SBD,TOÁN,VĂN,LÝ,HÓA,SINH,SỬ,ĐỊA,GDCD,ANH,KHTN,KHXH,KHỐI A,KHỐI B,KHỐI C,KHỐI D,KHỐI A1
0,54013337,6.2,,6.25,,,,,,4.8,,,,,,,17.25
1,54013369,6.2,,6.25,,,,,,4.8,,,,,,,17.25
2,54013516,4.0,,3.25,,,,,,2.0,,,,,,,9.25
3,54012826,,4.5,,,,3.75,6.0,,,,,,,14.25,,
4,54012828,2.4,5.5,,,,4.25,,,,,,,,,,
5,54012829,3.6,4.75,,,,5.25,,,,,,,,,,
6,54012833,5.2,6.0,,,,6.25,,,,,,,,,,
7,54012843,3.6,3.75,,,,4.25,,,,,,,,,,
8,54012861,6.4,6.25,,,,7.25,,,,,,,,,,
9,54012868,6.0,6.75,,,,5.5,,,,,,,,,,
10,54012877,3.8,5.0,,,,5.75,,,,,,,,,,
11,54012883,3.2,4.25,,,,3.25,,,,,,,,,,
12,54012896,2.4,3.0,,,,3.0,,,,,,,,,,
13,54012905,3.4,2.75,,,,4.25,,,,,,,,,,
14,54012910,5.2,7.5,,,,8.0,,,,,,,,,,
15,54012916,4.2,3.25,,,,2.25,,,,,,,,,,
16,54012925,2.8,5.0,,,,6.75,,,,,,,,,,
17,54012928,3.6,3.75,,,,4.25,,,,,,,,,,
18,54012929,5.6,7.25,,,,6.25,,,,,,,,,,
19,54012930,3.6,3.0,,,,3.25,,,,,,,,,,
20,54012945,3.4,5.0,,,,3.25,,,,,,,,,,
21,54012959,3.2,6.25,,,,4.25,,,,,,,,,,
22,54012976,6.4,7.25,,,,6.25,,,,,,,,,,
23,54012984,5.8,6.25,,,,,,,4.4,,,,,,16.45,
24,54012999,6.0,7.5,,,,7.5,,,,,,,,,,
25,54000001,6.4,7.25,,,,3.0,5.25,8.5,4.0,,5.58,,,15.5,17.65,
26,54000002,5.6,6.0,5.0,4.25,2.75,,,,3.0,4.0,,14.85,12.6,,14.6,13.6
27,54000003,4.2,6.25,,,,3.75,6.5,7.25,2.2,,5.83,,,16.5,12.65,
28,54000008,3.4,5.25,,,,3.25,6.5,8.5,2.6,,6.08,,,15.0,11.25,
29,54000014,5.4,7.75,5.0,4.5,4.25,,,,3.8,4.58,,14.9,14.15,,16.95,14.2
30,54000020,3.8,5.5,4.25,4.0,6.5,,,,3.2,4.92,,12.05,14.3,,12.5,11.25
31,54000137,5.6,6.5,5.5,5.0,7.25,,,,3.4,5.92,,16.1,17.85,,15.5,14.5
32,54000176,5.0,5.75,4.75,3.25,4.0,,,,3.4,4.0,,13.0,12.25,,14.15,13.15
33,54000179,5.2,3.25,3.0,5.25,5.5,,,,3.6,4.58,,13.45,15.95,,12.05,11.8
34,54000181,3.4,3.25,3.5,2.0,4.0,,,,2.2,3.17,,8.9,9.4,,8.85,9.1
35,54000183,5.6,6.25,5.25,4.75,4.75,,,,4.8,4.92,,15.6,15.1,,16.65,15.65
36,54000166,5.6,6.75,3.5,3.25,5.75,,,,3.0,4.17,,12.35,14.6,,15.35,12.1
37,54000203,6.4,5.75,5.5,6.5,5.0,,,,4.6,5.67,,18.4,17.9,,16.75,16.5
38,54000199,5.2,5.0,4.25,3.75,4.25,,,,3.2,4.08,,13.2,13.2,,13.4,12.65
39,54000226,6.0,4.5,5.75,4.75,5.25,,,,4.0,5.25,,16.5,16.0,,14.5,15.75
40,54000236,5.4,4.5,3.25,4.0,3.75,,,,3.6,3.67,,12.65,13.15,,13.5,12.25
41,54000245,3.4,2.0,4.0,3.5,3.75,2.5,3.75,4.75,2.8,3.75,3.67,10.9,10.65,8.25,8.2,10.2
42,54001106,5.2,8.25,4.0,6.5,5.75,,,,3.6,5.42,,15.7,17.45,,17.05,12.8
43,54001116,5.6,5.75,3.25,4.25,6.25,,,,3.8,4.58,,13.1,16.1,,15.15,12.65
44,54001133,5.4,7.0,3.25,3.5,4.75,,,,3.2,3.83,,12.15,13.65,,15.6,11.85
45,54001127,3.2,3.75,3.0,4.75,4.25,,,,2.2,4.0,,10.95,12.2,,9.15,8.4
46,54001145,4.6,6.25,6.0,2.5,4.5,,,,3.2,4.33,,13.1,11.6,,14.05,13.8
47,54001151,4.6,6.0,4.0,5.0,6.5,,,,5.0,5.17,,13.6,16.1,,15.6,13.6
48,54001159,5.4,6.5,6.25,4.5,4.75,,,,3.8,5.17,,16.15,14.65,,15.7,15.45
49,54001172,5.4,7.0,3.5,3.25,5.5,,,,1.8,4.08,,12.15,14.15,,14.2,10.7
50,54001120,5.6,5.25,5.0,4.25,5.25,,,,3.2,4.83,,14.85,15.1,,14.05,13.8
51,54001123,5.4,5.75,4.5,3.75,4.5,,,,4.6,4.25,,13.65,13.65,,15.75,14.5
52,54001175,5.8,6.75,2.25,4.0,4.5,,,,2.8,3.58,,12.05,14.3,,15.35,10.85
53,54001634,4.6,5.0,,,,4.75,7.0,8.25,3.8,,6.67,,,16.75,13.4,
54,54001645,4.8,4.5,,,,5.25,6.25,7.25,2.0,,6.25,,,16.0,11.3,
55,54001651,3.6,4.75,2.0,2.5,3.5,3.5,3.75,7.25,2.8,2.67,4.83,8.1,9.6,12.0,11.15,8.4
56,54001655,3.6,6.0,,,,4.25,5.25,6.75,3.8,,5.42,,,15.5,13.4,
57,54001377,5.8,6.25,5.75,6.0,3.75,,,,4.8,5.17,,17.55,15.55,,16.85,16.35
58,54001787,3.6,4.08,,,,3.0,4.5,6.0,2.4,,4.5,,,11.58,10.08,
59,54001789,5.0,6.75,5.25,5.25,5.5,,,,4.4,5.33,,15.5,15.75,,16.15,14.65
60,54001808,3.8,6.0,3.0,3.0,3.5,,,,3.4,3.17,,9.8,10.3,,13.2,10.2
61,54000689,4.4,6.5,,,,3.25,5.5,5.75,3.6,,4.83,,,15.25,14.5,
62,54000675,3.2,6.75,,,,3.5,5.75,7.0,2.2,,5.42,,,16.0,12.15,
63,54000679,3.6,6.25,,,,3.25,5.5,5.5,3.0,,4.75,,,15.0,12.85,
64,54000682,2.8,6.75,,,,4.25,5.25,8.0,4.0,,5.83,,,16.25,13.55,
65,54000691,3.2,6.25,,,,4.0,5.75,8.0,3.4,,5.92,,,16.0,12.85,
66,54000696,4.8,6.5,,,,3.25,5.25,6.25,2.4,,4.92,,,15.0,13.7,
67,54000702,3.6,2.5,,,,2.0,3.75,3.25,2.2,,3.0,,,8.25,8.3,
68,54000705,2.6,6.0,,,,3.0,3.75,6.5,2.2,,4.42,,,12.75,10.8,
69,54000725,2.4,5.5,,,,2.5,4.75,6.25,4.2,,4.5,,,12.75,12.1,
70,54000706,3.0,5.25,,,,3.75,5.25,6.0,3.4,,5.0,,,14.25,11.65,
71,54000718,4.0,5.75,,,,4.5,6.0,5.0,3.6,,5.17,,,16.25,13.35,
72,54000720,3.8,4.25,,,,2.0,4.25,5.75,2.6,,4.0,,,10.5,10.65,
73,54000722,3.6,5.5,,,,4.25,4.75,7.0,1.8,,5.33,,,14.5,10.9,
74,54000715,3.4,5.25,,,,4.0,4.75,8.5,2.8,,5.75,,,14.0,11.45,
75,54000997,2.8,5.5,,,,4.0,5.5,7.0,3.2,,5.5,,,15.0,11.5,
76,54000999,2.8,5.5,,,,5.0,6.25,5.75,2.6,,5.67,,,16.75,10.9,
77,54001003,5.2,5.75,,,,4.25,6.5,7.75,3.4,,6.17,,,16.5,14.35,
78,54001007,4.0,7.5,,,,5.0,5.5,7.0,4.2,,5.83,,,18.0,15.7,
79,54001009,4.8,5.5,,,,2.75,6.0,7.5,3.0,,5.42,,,14.25,13.3,
80,54001011,3.2,4.75,,,,2.75,3.75,4.5,2.2,,3.67,,,11.25,10.15,
81,54001015,4.0,6.25,,,,3.25,3.75,5.75,1.8,,4.25,,,13.25,12.05,
82,54001019,5.2,6.5,,,,3.25,6.75,8.75,3.6,,6.25,,,16.5,15.3,
83,54001017,3.0,7.5,,,,4.75,7.5,9.5,4.4,,7.25,,,19.75,14.9,
