,SBD,TOÁN,VĂN,LÝ,HÓA,SINH,SỬ,ĐỊA,GDCD,ANH,KHTN,KHXH,KHỐI A,KHỐI B,KHỐI C,KHỐI D,KHỐI A1
0,49001336,5.6,8.5,4.5,4.0,5.75,,,,6.0,4.75,,14.1,15.35,,20.1,16.1
1,49001339,5.8,3.5,7.25,5.25,5.75,,,,2.6,6.08,,18.3,16.8,,11.9,15.65
2,49001350,5.0,6.0,3.5,4.5,5.25,,,,2.8,4.42,,13.0,14.75,,13.8,11.3
3,49001357,5.0,7.0,,,,4.0,5.5,8.75,6.8,,6.08,,,16.5,18.8,
4,49001366,4.0,6.0,3.75,2.75,4.75,,,,3.0,3.75,,10.5,11.5,,13,10.75
5,49001372,3.4,3.5,,,,3.0,3.5,5.0,2.4,,3.83,,,10.0,9.3,
6,49001381,5.0,8.0,7.0,5.75,7.0,,,,3.6,6.58,,17.75,17.75,,16.6,15.6
7,49001385,2.8,5.25,4.0,2.75,3.75,,,,2.8,3.5,,9.55,9.3,,10.85,9.6
8,49001398,3.8,7.0,3.75,3.25,3.75,,,,3.6,3.58,,10.8,10.8,,14.4,11.15
9,49001400,6.2,6.0,5.5,4.5,6.0,,,,3.6,5.33,,16.2,16.7,,15.8,15.3
10,49000447,4.4,5.0,,,,4.75,6.5,8.0,2.8,,6.42,,,16.25,12.2,
11,49000464,3.0,4.5,,,,4.5,5.5,7.0,2.8,,5.67,,,14.5,10.3,
12,49000471,4.2,5.5,,,,3.5,6.0,9.5,2.8,,6.33,,,15.0,12.5,
13,49000474,5.4,6.0,,,,3.0,5.5,8.0,2.6,,5.5,,,14.5,14,
14,49000490,4.8,7.5,,,,4.25,6.25,8.25,4.6,,6.25,,,18.0,16.9,
15,49000452,4.4,6.75,,,,4.0,6.0,7.25,4.6,,5.75,,,16.75,15.75,
16,49000463,4.4,5.75,,,,4.25,5.75,6.75,4.0,,5.58,,,15.75,14.15,
17,49011744,5.8,6.25,4.5,5.25,4.25,,,,4.0,4.67,,15.55,15.3,,16.05,14.3
18,49011755,3.4,6.25,4.75,5.25,5.25,3.25,4.25,6.0,3.0,5.08,4.5,13.4,13.9,13.75,12.65,11.15
19,49011774,5.4,6.75,3.25,3.25,2.75,3.75,5.25,5.25,3.2,3.08,4.75,11.9,11.4,15.75,15.35,11.85
20,49011776,6.2,6.42,4.75,5.25,3.5,,,,4.6,4.5,,16.2,14.95,,17.22,15.55
21,49011753,4.0,5.0,3.0,4.25,3.5,,,,3.2,3.58,,11.25,11.75,,12.2,10.2
22,49011759,5.8,5.5,4.25,5.25,4.75,,,,3.6,4.75,,15.3,15.8,,14.9,13.65
23,49011764,5.0,6.25,4.0,4.25,5.0,3.75,5.0,6.5,2.8,4.42,5.08,13.25,14.25,15.0,14.05,11.8
24,49011766,4.2,4.75,5.25,5.0,3.75,3.5,4.75,5.0,3.8,4.67,4.42,14.45,12.95,13.0,12.75,13.25
25,49011769,4.6,6.75,5.75,4.75,5.0,,,,4.4,5.17,,15.1,14.35,,15.75,14.75
26,49011771,5.8,5.25,5.0,5.75,4.0,,,,4.0,4.92,,16.55,15.55,,15.05,14.8
27,49011777,5.0,6.5,3.0,4.75,5.5,3.0,5.25,6.5,2.6,4.42,4.92,12.75,15.25,14.75,14.1,10.6
28,49011748,6.2,6.0,5.0,5.75,4.25,,,,3.8,5.0,,16.95,16.2,,16,15.0
29,49011751,5.0,6.0,2.5,5.5,3.0,3.5,5.25,5.75,1.8,3.67,4.83,13.0,13.5,14.75,12.8,9.3
30,49011782,4.6,6.75,5.0,3.75,4.75,,,,4.0,4.5,,13.35,13.1,,15.35,13.6
31,49011788,6.2,5.0,4.5,5.0,4.5,,,,3.2,4.67,,15.7,15.7,,14.4,13.9
32,49000987,6.0,5.75,4.0,4.75,4.25,,,,3.8,4.33,,14.75,15.0,,15.55,13.8
33,49000989,4.4,4.75,5.75,2.25,4.5,,,,3.8,4.17,,12.4,11.15,,12.95,13.95
