,SBD,TOÁN,VĂN,LÝ,HÓA,SINH,SỬ,ĐỊA,GDCD,ANH,KHTN,KHXH,KHỐI A,KHỐI B,KHỐI C,KHỐI D,KHỐI A1
0,16007567,7.4,7.5,4.5,6.0,6.25,,,,7.4,5.58,,17.9,19.65,,22.3,19.3
1,16007585,5.2,5.0,,,,2.75,5.25,7.25,2.0,,5.08,,,13.0,12.2,
2,16007586,5.6,5.58,6.0,6.25,5.0,,,,3.8,5.75,,17.85,16.85,,14.98,15.4
3,16007602,6.2,6.5,6.0,4.0,5.75,,,,8.0,5.25,,16.2,15.95,,20.7,20.2
4,16007565,6.0,7.25,,,,5.0,7.75,8.75,5.6,,7.17,,,20.0,18.85,
5,16010557,7.4,7.75,6.75,7.75,5.25,,,,5.2,6.58,,21.9,20.4,,20.35,19.35
6,16010559,4.6,6.5,,,,5.5,8.25,7.0,3.2,,6.92,,,20.25,14.3,
7,16010521,6.6,4.75,6.5,6.0,3.25,,,,4.0,5.25,,19.1,15.85,,15.35,17.1
8,16010483,5.2,6.75,,,,3.75,5.0,6.5,2.2,,5.08,,,15.5,14.15,
9,16010537,3.8,5.5,,,,2.75,4.75,7.0,2.4,,4.83,,,13.0,11.7,
10,16009452,6.2,5.0,7.5,5.25,5.0,,,,3.4,5.92,,18.95,16.45,,14.6,17.1
11,16009362,7.0,6.25,4.25,6.0,4.75,,,,5.6,5.0,,17.25,17.75,,18.85,16.85
12,16009417,6.2,7.25,,,,3.5,7.25,8.5,5.8,,6.42,,,18.0,19.25,
13,16010026,6.8,4.5,6.75,6.0,5.5,,,,2.8,6.08,,19.55,18.3,,14.1,16.35
14,16009324,5.8,6.5,,,,2.25,5.5,8.0,7.4,,5.25,,,14.25,19.7,
15,16009669,4.6,4.5,5.25,3.0,4.0,,,,3.2,4.08,,12.85,11.6,,12.3,13.05
16,16009727,6.8,7.0,,,,6.25,6.5,8.0,6.8,,6.92,,,19.75,20.6,
17,16008943,4.2,5.0,,,,3.75,5.25,7.5,3.2,,5.5,,,14.0,12.4,
18,16008995,5.0,7.5,,,,3.0,5.75,7.75,5.4,,5.5,,,16.25,17.9,
19,16009001,4.8,5.5,,,,3.75,6.25,7.75,4.0,,5.92,,,15.5,14.3,
20,16008955,4.8,6.25,,,,3.25,6.0,6.75,2.8,,5.33,,,15.5,13.85,
21,16008957,3.8,3.75,,,,3.5,6.75,7.0,2.8,,5.75,,,14.0,10.35,
22,16008960,6.4,8.5,,,,5.25,4.5,7.75,6.6,,5.83,,,18.25,21.5,
23,16008963,5.8,7.0,,,,5.0,6.5,8.0,4.0,,6.5,,,18.5,16.8,
24,16008992,5.8,5.5,,,,4.0,8.5,9.0,2.6,,7.17,,,18.0,13.9,
25,16009007,3.2,5.0,,,,6.25,7.0,8.5,2.8,,7.25,,,18.25,11,
26,16009009,7.8,7.75,,,,6.75,8.75,9.5,5.8,,8.33,,,23.25,21.35,
27,16008555,5.4,5.75,3.0,2.25,3.25,,,,2.6,2.83,,10.65,10.9,,13.75,11.0
28,16008557,4.6,5.75,5.75,5.5,5.75,,,,3.6,5.67,,15.85,15.85,,13.95,13.95
29,16008592,6.6,5.25,6.0,7.25,6.25,,,,3.2,6.5,,19.85,20.1,,15.05,15.8
30,16008616,7.4,7.5,6.0,5.75,5.25,,,,2.4,5.67,,19.15,18.4,,17.3,15.8
31,16008588,7.0,8.0,4.75,6.25,5.0,,,,7.6,5.33,,18.0,18.25,,22.6,19.35
32,16008609,4.4,5.0,4.0,3.25,4.0,,,,3.6,3.75,,11.65,11.65,,13,12.0
33,16009134,6.0,5.5,,,,6.0,7.0,9.0,4.0,,7.33,,,18.5,15.5,
34,16009742,7.6,5.0,7.5,7.5,3.75,,,,5.2,6.25,,22.6,18.85,,17.8,20.3
35,16009577,4.4,6.5,5.25,3.25,3.75,2.25,2.0,4.25,4.0,4.08,2.83,12.9,11.4,10.75,14.9,13.65
36,16008358,2.6,3.0,,,,2.0,4.25,,,,,,,9.25,,
37,16008359,3.2,3.75,,,,1.75,3.5,,,,,,,9.0,,
38,16008421,2.2,1.75,,,,3.5,5.5,,,,,,,10.75,,
